Video ID,Title,Comment
DIm2Dvt5ky8,How to Paint a DOG 🎨 Acrylic Painting Tutorial LIVE! #yearofthedog,"omg, I absolutely LOVE the conversation you're having with your husband!! :)"
DIm2Dvt5ky8,How to Paint a DOG 🎨 Acrylic Painting Tutorial LIVE! #yearofthedog,"Just came across your video. Doing a painting of our English Springer. Very helpful video! And love the ""facts"" and humor sprinkled in! Thank you"
DIm2Dvt5ky8,How to Paint a DOG 🎨 Acrylic Painting Tutorial LIVE! #yearofthedog,So great. Love it so much. Thanks a lot for this Video! It can help  a lot! :-*
DIm2Dvt5ky8,How to Paint a DOG 🎨 Acrylic Painting Tutorial LIVE! #yearofthedog,Your so good at painting keep it up 😊you deserve a subscribe thing
DIm2Dvt5ky8,How to Paint a DOG 🎨 Acrylic Painting Tutorial LIVE! #yearofthedog,beautiful
DIm2Dvt5ky8,How to Paint a DOG 🎨 Acrylic Painting Tutorial LIVE! #yearofthedog,That looks beautiful I’m working on a dog painting right now in art class and this is very helpful👍🏽
DIm2Dvt5ky8,How to Paint a DOG 🎨 Acrylic Painting Tutorial LIVE! #yearofthedog,Lovely Work Thanks.
DIm2Dvt5ky8,How to Paint a DOG 🎨 Acrylic Painting Tutorial LIVE! #yearofthedog,Thank you your are good I will try it my self
DIm2Dvt5ky8,How to Paint a DOG 🎨 Acrylic Painting Tutorial LIVE! #yearofthedog,Learned so much today.  Thank you Angela Anderson.
DIm2Dvt5ky8,How to Paint a DOG 🎨 Acrylic Painting Tutorial LIVE! #yearofthedog,.................
DIm2Dvt5ky8,How to Paint a DOG 🎨 Acrylic Painting Tutorial LIVE! #yearofthedog,It always amazes me how those eyes come alive when you put the last two colours in.
DIm2Dvt5ky8,How to Paint a DOG 🎨 Acrylic Painting Tutorial LIVE! #yearofthedog,I would love to try to paint my kids - my German Shepherd’s but I can NOT draw a lick. I would not even know where to start but you make it look SO EASY but you are also so VERY talented. I love you work!! ❤️
